"We acknowledge the authors, originating and submitting laboratories of the sequences from GISAIDÕs EpiFluª Database on which this research is based. The list is detailed below."							
All submitters of data may be contacted directly via the GISAID website www.gisaid.org							
Segment ID	Segment	Country	Collection date	Isolate name	Originating Lab	Submitting Lab	Authors
EPI1321623	PB2	France	2017-Jan-10	A/Lyon/171/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322103	NP	France	2017-Jan-10	A/Lyon/171/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322343	MP	France	2017-Jan-10	A/Lyon/171/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322463	NS	France	2017-Jan-10	A/Lyon/171/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321983	HA	France	2017-Jan-10	A/Lyon/171/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321738	PB1	France	2017-Jan-10	A/Lyon/160/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322218	NA	France	2017-Jan-10	A/Lyon/160/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322098	NP	France	2017-Jan-10	A/Lyon/160/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321858	PA	France	2017-Jan-10	A/Lyon/160/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321618	PB2	France	2017-Jan-10	A/Lyon/160/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322338	MP	France	2017-Jan-10	A/Lyon/160/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322458	NS	France	2017-Jan-10	A/Lyon/160/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321978	HA	France	2017-Jan-10	A/Lyon/160/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322208	NA	France	2017-Jan-05	A/Lyon/127/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321728	PB1	France	2017-Jan-05	A/Lyon/127/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322328	MP	France	2017-Jan-05	A/Lyon/127/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321848	PA	France	2017-Jan-05	A/Lyon/127/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321608	PB2	France	2017-Jan-05	A/Lyon/127/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322088	NP	France	2017-Jan-05	A/Lyon/127/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322448	NS	France	2017-Jan-05	A/Lyon/127/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321968	HA	France	2017-Jan-05	A/Lyon/127/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322309	MP	France	2017-Jan-02	A/Lyon/0201R0103/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322069	NP	France	2017-Jan-02	A/Lyon/0201R0103/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321709	PB1	France	2017-Jan-02	A/Lyon/0201R0103/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322189	NA	France	2017-Jan-02	A/Lyon/0201R0103/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321829	PA	France	2017-Jan-02	A/Lyon/0201R0103/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321589	PB2	France	2017-Jan-02	A/Lyon/0201R0103/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322429	NS	France	2017-Jan-02	A/Lyon/0201R0103/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321949	HA	France	2017-Jan-02	A/Lyon/0201R0103/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321498	NS	France	2017-Feb-02	A/Bordeaux/1221/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321499	MP	France	2017-Feb-02	A/Bordeaux/1221/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321500	PA	France	2017-Feb-02	A/Bordeaux/1221/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321501	PB2	France	2017-Feb-02	A/Bordeaux/1221/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321502	PB1	France	2017-Feb-02	A/Bordeaux/1221/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321503	NA	France	2017-Feb-02	A/Bordeaux/1221/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321504	HA	France	2017-Feb-02	A/Bordeaux/1221/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321497	NP	France	2017-Feb-02	A/Bordeaux/1221/2017	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1313386	MP	Timor-Leste	2017-Jan-24	A/Timor-Leste/1/2018	Laborat—rio Nacional da Saœde	WHO Collaborating Centre for Reference and Research on Influenza	"Da Costa,E; Tilman,A; Barreto,I; Freitas,L; Wapling,J; Deng,Y-M; Komadina,N."
EPI1313387	NA	Timor-Leste	2017-Jan-24	A/Timor-Leste/1/2018	Laborat—rio Nacional da Saœde	WHO Collaborating Centre for Reference and Research on Influenza	"Da Costa,E; Tilman,A; Barreto,I; Freitas,L; Wapling,J; Deng,Y-M; Komadina,N."
EPI1313388	HA	Timor-Leste	2017-Jan-24	A/Timor-Leste/1/2018	Laborat—rio Nacional da Saœde	WHO Collaborating Centre for Reference and Research on Influenza	"Da Costa,E; Tilman,A; Barreto,I; Freitas,L; Wapling,J; Deng,Y-M; Komadina,N."
EPI1300101	NP	United States	2017-Jan-18	A/Rochester/U026/2017		Other Database Import	"Topham,D.J."
EPI1300103	NS	United States	2017-Jan-18	A/Rochester/U026/2017		Other Database Import	"Topham,D.J."
EPI1300106	PB2	United States	2017-Jan-18	A/Rochester/U026/2017		Other Database Import	"Topham,D.J."
EPI1300110	PA	United States	2017-Jan-18	A/Rochester/U026/2017		Other Database Import	"Topham,D.J."
EPI1300107	HA	United States	2017-Jan-18	A/Rochester/U026/2017		Other Database Import	"Topham,D.J."
EPI1300113	MP	United States	2017-Jan-18	A/Rochester/U026/2017		Other Database Import	"Topham,D.J."
EPI1300114	NA	United States	2017-Jan-18	A/Rochester/U026/2017		Other Database Import	"Topham,D.J."
EPI1300116	PB1	United States	2017-Jan-18	A/Rochester/U026/2017		Other Database Import	"Topham,D.J."
EPI1300087	PB1	United States	2017-Jan-20	A/Rochester/U028/2017		Other Database Import	"Topham,D.J."
EPI1300090	MP	United States	2017-Jan-20	A/Rochester/U028/2017		Other Database Import	"Topham,D.J."
EPI1300097	HA	United States	2017-Jan-20	A/Rochester/U028/2017		Other Database Import	"Topham,D.J."
EPI1300060	NP	United States	2017-Jan-20	A/Rochester/U028/2017		Other Database Import	"Topham,D.J."
EPI1300062	NA	United States	2017-Jan-20	A/Rochester/U028/2017		Other Database Import	"Topham,D.J."
EPI1300070	PB2	United States	2017-Jan-20	A/Rochester/U028/2017		Other Database Import	"Topham,D.J."
EPI1300077	PA	United States	2017-Jan-20	A/Rochester/U028/2017		Other Database Import	"Topham,D.J."
EPI1300080	NS	United States	2017-Jan-20	A/Rochester/U028/2017		Other Database Import	"Topham,D.J."
EPI1300083	HA	United States	2017-Jan-24	A/Rochester/U030/2017		Other Database Import	"Topham,D.J."
EPI1300086	PB1	United States	2017-Jan-24	A/Rochester/U030/2017		Other Database Import	"Topham,D.J."
EPI1300088	NS	United States	2017-Jan-24	A/Rochester/U030/2017		Other Database Import	"Topham,D.J."
EPI1300089	PB2	United States	2017-Jan-24	A/Rochester/U030/2017		Other Database Import	"Topham,D.J."
EPI1300051	NA	United States	2017-Jan-24	A/Rochester/U030/2017		Other Database Import	"Topham,D.J."
EPI1300066	PA	United States	2017-Jan-24	A/Rochester/U030/2017		Other Database Import	"Topham,D.J."
EPI1300067	MP	United States	2017-Jan-24	A/Rochester/U030/2017		Other Database Import	"Topham,D.J."
EPI1300069	NP	United States	2017-Jan-24	A/Rochester/U030/2017		Other Database Import	"Topham,D.J."
EPI1300046	PB1	United States	2017-Feb-08	A/Rochester/U037/2017		Other Database Import	"Topham,D.J."
EPI1300047	PA	United States	2017-Feb-08	A/Rochester/U037/2017		Other Database Import	"Topham,D.J."
EPI1300049	NA	United States	2017-Feb-08	A/Rochester/U037/2017		Other Database Import	"Topham,D.J."
EPI1300012	HA	United States	2017-Feb-08	A/Rochester/U037/2017		Other Database Import	"Topham,D.J."
EPI1300033	MP	United States	2017-Feb-08	A/Rochester/U037/2017		Other Database Import	"Topham,D.J."
EPI1300055	PB2	United States	2017-Feb-08	A/Rochester/U037/2017		Other Database Import	"Topham,D.J."
EPI1300054	NP	United States	2017-Feb-08	A/Rochester/U037/2017		Other Database Import	"Topham,D.J."
EPI1300068	NS	United States	2017-Feb-08	A/Rochester/U037/2017		Other Database Import	"Topham,D.J."
EPI1300037	NP	United States	2017-Jan-24	A/Rochester/U104/2017		Other Database Import	"Topham,D.J."
EPI1300043	NA	United States	2017-Jan-24	A/Rochester/U104/2017		Other Database Import	"Topham,D.J."
EPI1300045	HA	United States	2017-Jan-24	A/Rochester/U104/2017		Other Database Import	"Topham,D.J."
EPI1300048	PB2	United States	2017-Jan-24	A/Rochester/U104/2017		Other Database Import	"Topham,D.J."
EPI1300011	NS	United States	2017-Jan-24	A/Rochester/U104/2017		Other Database Import	"Topham,D.J."
EPI1300026	PA	United States	2017-Jan-24	A/Rochester/U104/2017		Other Database Import	"Topham,D.J."
EPI1300030	MP	United States	2017-Jan-24	A/Rochester/U104/2017		Other Database Import	"Topham,D.J."
EPI1300035	PB1	United States	2017-Jan-24	A/Rochester/U104/2017		Other Database Import	"Topham,D.J."
EPI1300007	HA	United States	2017-Feb-03	A/Rochester/U106/2017		Other Database Import	"Topham,D.J."
EPI1300019	PA	United States	2017-Feb-03	A/Rochester/U106/2017		Other Database Import	"Topham,D.J."
EPI1300021	NP	United States	2017-Feb-03	A/Rochester/U106/2017		Other Database Import	"Topham,D.J."
EPI1300022	PB1	United States	2017-Feb-03	A/Rochester/U106/2017		Other Database Import	"Topham,D.J."
EPI1300023	PB2	United States	2017-Feb-03	A/Rochester/U106/2017		Other Database Import	"Topham,D.J."
EPI1299965	NA	United States	2017-Feb-03	A/Rochester/U106/2017		Other Database Import	"Topham,D.J."
EPI1299966	MP	United States	2017-Feb-03	A/Rochester/U106/2017		Other Database Import	"Topham,D.J."
EPI1299970	NS	United States	2017-Feb-03	A/Rochester/U106/2017		Other Database Import	"Topham,D.J."
EPI1299957	NP	United States	2017-Feb-20	A/Rochester/U203/2017		Other Database Import	"Topham,D.J."
EPI1299961	NS	United States	2017-Feb-20	A/Rochester/U203/2017		Other Database Import	"Topham,D.J."
EPI1299963	PB1	United States	2017-Feb-20	A/Rochester/U203/2017		Other Database Import	"Topham,D.J."
EPI1299967	MP	United States	2017-Feb-20	A/Rochester/U203/2017		Other Database Import	"Topham,D.J."
EPI1299969	PB2	United States	2017-Feb-20	A/Rochester/U203/2017		Other Database Import	"Topham,D.J."
EPI1299974	NA	United States	2017-Feb-20	A/Rochester/U203/2017		Other Database Import	"Topham,D.J."
EPI1299976	PA	United States	2017-Feb-20	A/Rochester/U203/2017		Other Database Import	"Topham,D.J."
EPI1299977	HA	United States	2017-Feb-20	A/Rochester/U203/2017		Other Database Import	"Topham,D.J."
EPI1251559	PB2	Japan	2017-Jan-03	A/Asaka/2/2017	Saitama medical university	Saitama Medical University	
EPI1251561	PA	Japan	2017-Jan-03	A/Asaka/2/2017	Saitama medical university	Saitama Medical University	
EPI1251564	NA	Japan	2017-Jan-03	A/Asaka/2/2017	Saitama medical university	Saitama Medical University	
EPI1251563	NP	Japan	2017-Jan-03	A/Asaka/2/2017	Saitama medical university	Saitama Medical University	
EPI1251565	MP	Japan	2017-Jan-03	A/Asaka/2/2017	Saitama medical university	Saitama Medical University	
EPI1251566	NS	Japan	2017-Jan-03	A/Asaka/2/2017	Saitama medical university	Saitama Medical University	
EPI1251560	PB1	Japan	2017-Jan-03	A/Asaka/2/2017	Saitama medical university	Saitama Medical University	
EPI1251562	HA	Japan	2017-Jan-03	A/Asaka/2/2017	Saitama medical university	Saitama Medical University	
EPI1194832	MP	China	2017-Jan-04	A/Shanghai/9/2017		Other Database Import	"Wei,D."
EPI1194026	PB2	China	2017-Jan-04	A/Shanghai/9/2017		Other Database Import	"Wei,D."
EPI1194027	PB1	China	2017-Jan-04	A/Shanghai/9/2017		Other Database Import	"Wei,D."
EPI1194028	PA	China	2017-Jan-04	A/Shanghai/9/2017		Other Database Import	"Wei,D."
EPI1194029	HA	China	2017-Jan-04	A/Shanghai/9/2017		Other Database Import	"Wei,D."
EPI1194030	NP	China	2017-Jan-04	A/Shanghai/9/2017		Other Database Import	"Wei,D."
EPI1194031	NA	China	2017-Jan-04	A/Shanghai/9/2017		Other Database Import	"Wei,D."
EPI1194833	NS	China	2017-Jan-04	A/Shanghai/9/2017		Other Database Import	"Wei,D."
EPI1193745	PB2	China	2017-Jan-31	A/Shanghai/19/2017		Other Database Import	"Wei,D."
EPI1193746	PB1	China	2017-Jan-31	A/Shanghai/19/2017		Other Database Import	"Wei,D."
EPI1193747	PA	China	2017-Jan-31	A/Shanghai/19/2017		Other Database Import	"Wei,D."
EPI1193748	HA	China	2017-Jan-31	A/Shanghai/19/2017		Other Database Import	"Wei,D."
EPI1193749	NP	China	2017-Jan-31	A/Shanghai/19/2017		Other Database Import	"Wei,D."
EPI1193750	NA	China	2017-Jan-31	A/Shanghai/19/2017		Other Database Import	"Wei,D."
EPI1193751	MP	China	2017-Jan-31	A/Shanghai/19/2017		Other Database Import	"Wei,D."
EPI1193752	NS	China	2017-Jan-31	A/Shanghai/19/2017		Other Database Import	"Wei,D."
EPI1193691	HA	China	2017-Jan-13	A/Shanghai/12/2017		Other Database Import	"Wei,D."
EPI1193692	NP	China	2017-Jan-13	A/Shanghai/12/2017		Other Database Import	"Wei,D."
EPI1193693	NA	China	2017-Jan-13	A/Shanghai/12/2017		Other Database Import	"Wei,D."
EPI1193694	MP	China	2017-Jan-13	A/Shanghai/12/2017		Other Database Import	"Wei,D."
EPI1193695	NS	China	2017-Jan-13	A/Shanghai/12/2017		Other Database Import	"Wei,D."
EPI1193688	PB2	China	2017-Jan-13	A/Shanghai/12/2017		Other Database Import	"Wei,D."
EPI1193689	PB1	China	2017-Jan-13	A/Shanghai/12/2017		Other Database Import	"Wei,D."
EPI1193690	PA	China	2017-Jan-13	A/Shanghai/12/2017		Other Database Import	"Wei,D."
EPI1193660	HA	China	2017-Feb-24	A/Shanghai/28/2017		Other Database Import	"Wei,D."
EPI1193661	NA	China	2017-Feb-24	A/Shanghai/28/2017		Other Database Import	"Wei,D."
EPI1193662	MP	China	2017-Feb-24	A/Shanghai/28/2017		Other Database Import	"Wei,D."
EPI1193663	NS	China	2017-Feb-24	A/Shanghai/28/2017		Other Database Import	"Wei,D."
EPI1180269	NP	United States	2017-Jan-23	A/Wisconsin/19/2017	Wisconsin State Laboratory of Hygiene	Centers for Disease Control and Prevention	
EPI1180270	NS	United States	2017-Jan-23	A/Wisconsin/19/2017	Wisconsin State Laboratory of Hygiene	Centers for Disease Control and Prevention	
EPI1180271	MP	United States	2017-Jan-23	A/Wisconsin/19/2017	Wisconsin State Laboratory of Hygiene	Centers for Disease Control and Prevention	
EPI1180272	PA	United States	2017-Jan-23	A/Wisconsin/19/2017	Wisconsin State Laboratory of Hygiene	Centers for Disease Control and Prevention	
EPI1180273	PB2	United States	2017-Jan-23	A/Wisconsin/19/2017	Wisconsin State Laboratory of Hygiene	Centers for Disease Control and Prevention	
EPI1180274	PB1	United States	2017-Jan-23	A/Wisconsin/19/2017	Wisconsin State Laboratory of Hygiene	Centers for Disease Control and Prevention	
EPI1180275	NA	United States	2017-Jan-23	A/Wisconsin/19/2017	Wisconsin State Laboratory of Hygiene	Centers for Disease Control and Prevention	
EPI1180276	HA	United States	2017-Jan-23	A/Wisconsin/19/2017	Wisconsin State Laboratory of Hygiene	Centers for Disease Control and Prevention	
EPI1179286	PB2	United States	2017-Feb-20	A/Gainesville/17/2017		Other Database Import	"Lednicky,J.A.; Rand,K.H.; Morris,J.G.; Loeb,J.C."
EPI1179287	PB1	United States	2017-Feb-20	A/Gainesville/17/2017		Other Database Import	"Lednicky,J.A.; Rand,K.H.; Morris,J.G.; Loeb,J.C."
EPI1179288	PA	United States	2017-Feb-20	A/Gainesville/17/2017		Other Database Import	"Lednicky,J.A.; Rand,K.H.; Morris,J.G.; Loeb,J.C."
EPI1179289	HA	United States	2017-Feb-20	A/Gainesville/17/2017		Other Database Import	"Lednicky,J.A.; Rand,K.H.; Morris,J.G.; Loeb,J.C."
EPI1179290	NP	United States	2017-Feb-20	A/Gainesville/17/2017		Other Database Import	"Lednicky,J.A.; Rand,K.H.; Morris,J.G.; Loeb,J.C."
EPI1179291	NA	United States	2017-Feb-20	A/Gainesville/17/2017		Other Database Import	"Lednicky,J.A.; Rand,K.H.; Morris,J.G.; Loeb,J.C."
EPI1179292	MP	United States	2017-Feb-20	A/Gainesville/17/2017		Other Database Import	"Lednicky,J.A.; Rand,K.H.; Morris,J.G.; Loeb,J.C."
EPI1179293	NS	United States	2017-Feb-20	A/Gainesville/17/2017		Other Database Import	"Lednicky,J.A.; Rand,K.H.; Morris,J.G.; Loeb,J.C."
EPI1179262	PB2	United States	2017-Feb-20	A/Gainesville/13/2017		Other Database Import	"Lednicky,J.A.; Rand,K.H.; Morris,J.G.; Loeb,J.C."
EPI1179263	PB1	United States	2017-Feb-20	A/Gainesville/13/2017		Other Database Import	"Lednicky,J.A.; Rand,K.H.; Morris,J.G.; Loeb,J.C."
EPI1179264	PA	United States	2017-Feb-20	A/Gainesville/13/2017		Other Database Import	"Lednicky,J.A.; Rand,K.H.; Morris,J.G.; Loeb,J.C."
EPI1179265	HA	United States	2017-Feb-20	A/Gainesville/13/2017		Other Database Import	"Lednicky,J.A.; Rand,K.H.; Morris,J.G.; Loeb,J.C."
EPI1179266	NP	United States	2017-Feb-20	A/Gainesville/13/2017		Other Database Import	"Lednicky,J.A.; Rand,K.H.; Morris,J.G.; Loeb,J.C."
EPI1179267	NA	United States	2017-Feb-20	A/Gainesville/13/2017		Other Database Import	"Lednicky,J.A.; Rand,K.H.; Morris,J.G.; Loeb,J.C."
EPI1179268	MP	United States	2017-Feb-20	A/Gainesville/13/2017		Other Database Import	"Lednicky,J.A.; Rand,K.H.; Morris,J.G.; Loeb,J.C."
EPI1179269	NS	United States	2017-Feb-20	A/Gainesville/13/2017		Other Database Import	"Lednicky,J.A.; Rand,K.H.; Morris,J.G.; Loeb,J.C."
EPI1179229	HA	Czech Republic	2017-Jan-29	A/Czech Republic/127/2017(H3N2)	National Institute of Public Health	State Veterinary Institute Prague	"Nagy,A; Ji_incov‡,H; Havl’_kov‡,M"
EPI1179230	NA	Czech Republic	2017-Jan-29	A/Czech Republic/127/2017(H3N2)	National Institute of Public Health	State Veterinary Institute Prague	"Nagy,A; Ji_incov‡,H; Havl’_kov‡,M"
EPI1179231	MP	Czech Republic	2017-Jan-29	A/Czech Republic/127/2017(H3N2)	National Institute of Public Health	State Veterinary Institute Prague	"Nagy,A; Ji_incov‡,H; Havl’_kov‡,M"
EPI1155463	NA	United States	2017-Jan-20	A/California/NHRC_BRD80659N/2017		Other Database Import	"Sitz,C.R.; Raridon,B.L.; Balansay,M.S.; Hawksworth,A.W.; Graf,P.C.; Myers,C.A."
