"We acknowledge the authors, originating and submitting laboratories of the sequences from GISAIDÕs EpiFluª Database on which this research is based. The list is detailed below."							
All submitters of data may be contacted directly via the GISAID website www.gisaid.org							
Segment ID	Segment	Country	Collection date	Isolate name	Originating Lab	Submitting Lab	Authors
EPI1302207	NS	United States	2017-Dec-19	A/Arizona/MAP6097A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302208	PA	United States	2017-Dec-19	A/Arizona/MAP6097A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302209	PB1	United States	2017-Dec-19	A/Arizona/MAP6097A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302210	PB2	United States	2017-Dec-19	A/Arizona/MAP6097A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302195	HA	United States	2017-Dec-19	A/Arizona/MAP6095A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302196	MP	United States	2017-Dec-19	A/Arizona/MAP6095A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302197	NA	United States	2017-Dec-19	A/Arizona/MAP6095A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302198	NP	United States	2017-Dec-19	A/Arizona/MAP6095A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302199	NS	United States	2017-Dec-19	A/Arizona/MAP6095A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302200	PA	United States	2017-Dec-19	A/Arizona/MAP6095A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302201	PB1	United States	2017-Dec-19	A/Arizona/MAP6095A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302202	PB2	United States	2017-Dec-19	A/Arizona/MAP6095A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302081	HA	United States	2017-Dec-06	A/California/BRD12461N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302082	MP	United States	2017-Dec-06	A/California/BRD12461N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302083	NA	United States	2017-Dec-06	A/California/BRD12461N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302084	NP	United States	2017-Dec-06	A/California/BRD12461N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302085	NS	United States	2017-Dec-06	A/California/BRD12461N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302086	PA	United States	2017-Dec-06	A/California/BRD12461N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302087	PB1	United States	2017-Dec-06	A/California/BRD12461N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302088	PB2	United States	2017-Dec-06	A/California/BRD12461N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302045	HA	United States	2017-Dec-07	A/California/BRD41699N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302046	MP	United States	2017-Dec-07	A/California/BRD41699N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302047	NA	United States	2017-Dec-07	A/California/BRD41699N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302048	NP	United States	2017-Dec-07	A/California/BRD41699N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302049	NS	United States	2017-Dec-07	A/California/BRD41699N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302050	PA	United States	2017-Dec-07	A/California/BRD41699N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302051	PB1	United States	2017-Dec-07	A/California/BRD41699N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302052	PB2	United States	2017-Dec-07	A/California/BRD41699N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302037	HA	United States	2017-Dec-06	A/California/BRD41695N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302038	MP	United States	2017-Dec-06	A/California/BRD41695N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302039	NA	United States	2017-Dec-06	A/California/BRD41695N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302040	NP	United States	2017-Dec-06	A/California/BRD41695N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302041	NS	United States	2017-Dec-06	A/California/BRD41695N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302042	PA	United States	2017-Dec-06	A/California/BRD41695N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302043	PB1	United States	2017-Dec-06	A/California/BRD41695N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302044	PB2	United States	2017-Dec-06	A/California/BRD41695N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302029	HA	United States	2017-Nov-11	A/California/BRD41640N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302030	MP	United States	2017-Nov-11	A/California/BRD41640N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302031	NA	United States	2017-Nov-11	A/California/BRD41640N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302032	NP	United States	2017-Nov-11	A/California/BRD41640N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302033	NS	United States	2017-Nov-11	A/California/BRD41640N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302034	PA	United States	2017-Nov-11	A/California/BRD41640N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302035	PB1	United States	2017-Nov-11	A/California/BRD41640N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1302036	PB2	United States	2017-Nov-11	A/California/BRD41640N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301917	HA	United States	2017-Nov-06	A/California/BRD80830N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301918	MP	United States	2017-Nov-06	A/California/BRD80830N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301919	NA	United States	2017-Nov-06	A/California/BRD80830N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301920	NP	United States	2017-Nov-06	A/California/BRD80830N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301921	NS	United States	2017-Nov-06	A/California/BRD80830N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301922	PA	United States	2017-Nov-06	A/California/BRD80830N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301923	PB1	United States	2017-Nov-06	A/California/BRD80830N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301924	PB2	United States	2017-Nov-06	A/California/BRD80830N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301848	HA	United States	2017-Dec-28	A/California/NEPMU5-ILI-0008/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301849	MP	United States	2017-Dec-28	A/California/NEPMU5-ILI-0008/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301850	NA	United States	2017-Dec-28	A/California/NEPMU5-ILI-0008/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301851	NP	United States	2017-Dec-28	A/California/NEPMU5-ILI-0008/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301853	NS	United States	2017-Dec-28	A/California/NEPMU5-ILI-0008/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301854	PA	United States	2017-Dec-28	A/California/NEPMU5-ILI-0008/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301855	PB1	United States	2017-Dec-28	A/California/NEPMU5-ILI-0008/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301856	PB2	United States	2017-Dec-28	A/California/NEPMU5-ILI-0008/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301805	HA	United States	2017-Nov-30	A/California/MAP4145A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301806	MP	United States	2017-Nov-30	A/California/MAP4145A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301807	NA	United States	2017-Nov-30	A/California/MAP4145A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301808	NP	United States	2017-Nov-30	A/California/MAP4145A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301809	NS	United States	2017-Nov-30	A/California/MAP4145A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301810	PA	United States	2017-Nov-30	A/California/MAP4145A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301811	PB1	United States	2017-Nov-30	A/California/MAP4145A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301812	PB2	United States	2017-Nov-30	A/California/MAP4145A/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301596	HA	United States	2017-Dec-27	A/California/SAR41890N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301597	MP	United States	2017-Dec-27	A/California/SAR41890N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301598	NA	United States	2017-Dec-27	A/California/SAR41890N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301599	NP	United States	2017-Dec-27	A/California/SAR41890N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301600	NS	United States	2017-Dec-27	A/California/SAR41890N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301601	PA	United States	2017-Dec-27	A/California/SAR41890N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301602	PB1	United States	2017-Dec-27	A/California/SAR41890N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301603	PB2	United States	2017-Dec-27	A/California/SAR41890N/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301480	HA	United States	2017-Dec-06	A/New Jersey/93849/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301481	MP	United States	2017-Dec-06	A/New Jersey/93849/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301482	NA	United States	2017-Dec-06	A/New Jersey/93849/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301483	NP	United States	2017-Dec-06	A/New Jersey/93849/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301484	NS	United States	2017-Dec-06	A/New Jersey/93849/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301485	PA	United States	2017-Dec-06	A/New Jersey/93849/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301486	PB1	United States	2017-Dec-06	A/New Jersey/93849/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1301487	PB2	United States	2017-Dec-06	A/New Jersey/93849/2017		Other Database Import	"Sitz,C.R.; Koster,B.L.; Balansay-Ames,M.S.; Graf,P.C.; Myers,C.A."
EPI1299250	NP	United States	2017-Dec-21	A/Baltimore/P0225/2017		Other Database Import	
EPI1299044	HA	United States	2017-Dec-21	A/Baltimore/P0225/2017		Other Database Import	
EPI1299049	NA	United States	2017-Dec-21	A/Baltimore/P0225/2017		Other Database Import	
EPI1299055	PA	United States	2017-Dec-21	A/Baltimore/P0225/2017		Other Database Import	
EPI1299056	PB2	United States	2017-Dec-21	A/Baltimore/P0225/2017		Other Database Import	
EPI1299232	MP	United States	2017-Dec-21	A/Baltimore/P0225/2017		Other Database Import	
EPI1299390	PB1	United States	2017-Dec-21	A/Baltimore/P0225/2017		Other Database Import	
EPI1299029	NS	United States	2017-Dec-21	A/Baltimore/P0225/2017		Other Database Import	
EPI1299296	HA	United States	2017-Dec-22	A/Baltimore/P0228/2017		Other Database Import	
EPI1299298	NS	United States	2017-Dec-22	A/Baltimore/P0228/2017		Other Database Import	
EPI1299237	PB2	United States	2017-Dec-22	A/Baltimore/P0228/2017		Other Database Import	
EPI1299238	PA	United States	2017-Dec-22	A/Baltimore/P0228/2017		Other Database Import	
EPI1299280	MP	United States	2017-Dec-22	A/Baltimore/P0228/2017		Other Database Import	
EPI1299219	PB1	United States	2017-Dec-22	A/Baltimore/P0228/2017		Other Database Import	
EPI1298989	NP	United States	2017-Dec-22	A/Baltimore/P0228/2017		Other Database Import	
EPI1298995	NA	United States	2017-Dec-22	A/Baltimore/P0228/2017		Other Database Import	
EPI1299070	PB2	United States	2017-Dec-21	A/Baltimore/P0227/2017		Other Database Import	
EPI1299180	NA	United States	2017-Dec-21	A/Baltimore/P0227/2017		Other Database Import	
EPI1299148	MP	United States	2017-Dec-21	A/Baltimore/P0227/2017		Other Database Import	
EPI1299223	NP	United States	2017-Dec-21	A/Baltimore/P0227/2017		Other Database Import	
EPI1299233	NS	United States	2017-Dec-21	A/Baltimore/P0227/2017		Other Database Import	
EPI1299111	PA	United States	2017-Dec-21	A/Baltimore/P0227/2017		Other Database Import	
EPI1299376	HA	United States	2017-Dec-21	A/Baltimore/P0227/2017		Other Database Import	
EPI1298987	PB1	United States	2017-Dec-21	A/Baltimore/P0227/2017		Other Database Import	
EPI1269539	MP	Belgium	2017-Dec-17	A/Belgium/H0025/2018 	Sciensano (Scientific Institute of Public Health)	Scientific Institute of Public Health (WIV-ISP)	
EPI1269542	PA	Belgium	2017-Dec-17	A/Belgium/H0025/2018 	Sciensano (Scientific Institute of Public Health)	Scientific Institute of Public Health (WIV-ISP)	
EPI1269544	PB2	Belgium	2017-Dec-17	A/Belgium/H0025/2018 	Sciensano (Scientific Institute of Public Health)	Scientific Institute of Public Health (WIV-ISP)	
EPI1269537	HA	Belgium	2017-Dec-17	A/Belgium/H0025/2018 	Sciensano (Scientific Institute of Public Health)	Scientific Institute of Public Health (WIV-ISP)	
EPI1269540	NP	Belgium	2017-Dec-17	A/Belgium/H0025/2018 	Sciensano (Scientific Institute of Public Health)	Scientific Institute of Public Health (WIV-ISP)	
EPI1269538	NA	Belgium	2017-Dec-17	A/Belgium/H0025/2018 	Sciensano (Scientific Institute of Public Health)	Scientific Institute of Public Health (WIV-ISP)	
EPI1269541	NS	Belgium	2017-Dec-17	A/Belgium/H0025/2018 	Sciensano (Scientific Institute of Public Health)	Scientific Institute of Public Health (WIV-ISP)	
EPI1269543	PB1	Belgium	2017-Dec-17	A/Belgium/H0025/2018 	Sciensano (Scientific Institute of Public Health)	Scientific Institute of Public Health (WIV-ISP)	
EPI1266233	PA	France	2017-Nov-21	A/Bretagne/1565/2017	National Institute for Medical Research	Centers for Disease Control and Prevention	
EPI1266234	PB2	France	2017-Nov-21	A/Bretagne/1565/2017	National Institute for Medical Research	Centers for Disease Control and Prevention	
EPI1266235	PB1	France	2017-Nov-21	A/Bretagne/1565/2017	National Institute for Medical Research	Centers for Disease Control and Prevention	
EPI1266232	MP	France	2017-Nov-21	A/Bretagne/1565/2017	National Institute for Medical Research	Centers for Disease Control and Prevention	
EPI1266230	NP	France	2017-Nov-21	A/Bretagne/1565/2017	National Institute for Medical Research	Centers for Disease Control and Prevention	
EPI1266231	NS	France	2017-Nov-21	A/Bretagne/1565/2017	National Institute for Medical Research	Centers for Disease Control and Prevention	
EPI1266236	NA	France	2017-Nov-21	A/Bretagne/1565/2017	National Institute for Medical Research	Centers for Disease Control and Prevention	
EPI1266237	HA	France	2017-Nov-21	A/Bretagne/1565/2017	National Institute for Medical Research	Centers for Disease Control and Prevention	
EPI1261063	PA	United States	2017-Dec-14	A/Kansas/14/2017	Kansas Department of Health and Environment	Centers for Disease Control and Prevention	
EPI1261064	PB2	United States	2017-Dec-14	A/Kansas/14/2017	Kansas Department of Health and Environment	Centers for Disease Control and Prevention	
EPI1261065	PB1	United States	2017-Dec-14	A/Kansas/14/2017	Kansas Department of Health and Environment	Centers for Disease Control and Prevention	
EPI1261066	NA	United States	2017-Dec-14	A/Kansas/14/2017	Kansas Department of Health and Environment	Centers for Disease Control and Prevention	
EPI1261067	HA	United States	2017-Dec-14	A/Kansas/14/2017	Kansas Department of Health and Environment	Centers for Disease Control and Prevention	
EPI1261060	NP	United States	2017-Dec-14	A/Kansas/14/2017	Kansas Department of Health and Environment	Centers for Disease Control and Prevention	
EPI1261061	NS	United States	2017-Dec-14	A/Kansas/14/2017	Kansas Department of Health and Environment	Centers for Disease Control and Prevention	
EPI1261062	MP	United States	2017-Dec-14	A/Kansas/14/2017	Kansas Department of Health and Environment	Centers for Disease Control and Prevention	
EPI1259234	PA	United States	2017-Dec-18	A/District Of Columbia/10/2017	DC Public Health Lab	Centers for Disease Control and Prevention	
EPI1259235	PB2	United States	2017-Dec-18	A/District Of Columbia/10/2017	DC Public Health Lab	Centers for Disease Control and Prevention	
EPI1259236	PB1	United States	2017-Dec-18	A/District Of Columbia/10/2017	DC Public Health Lab	Centers for Disease Control and Prevention	
EPI1259231	NP	United States	2017-Dec-18	A/District Of Columbia/10/2017	DC Public Health Lab	Centers for Disease Control and Prevention	
EPI1259232	NS	United States	2017-Dec-18	A/District Of Columbia/10/2017	DC Public Health Lab	Centers for Disease Control and Prevention	
EPI1259233	MP	United States	2017-Dec-18	A/District Of Columbia/10/2017	DC Public Health Lab	Centers for Disease Control and Prevention	
