"We acknowledge the authors, originating and submitting laboratories of the sequences from GISAIDÕs EpiFluª Database on which this research is based. The list is detailed below."							
All submitters of data may be contacted directly via the GISAID website www.gisaid.org							
Segment ID	Segment	Country	Collection date	Isolate name	Originating Lab	Submitting Lab	Authors
EPI1131811	NA	Australia	2016-Aug-29	A/Perth/167/2016	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131812	HA	Australia	2016-Aug-29	A/Perth/167/2016	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131807	MP	Australia	2016-Aug-16	A/Perth/145/2016	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131808	NA	Australia	2016-Aug-16	A/Perth/145/2016	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131809	HA	Australia	2016-Aug-16	A/Perth/145/2016	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131804	MP	Australia	2016-Aug-22	A/Perth/144/2016	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131805	NA	Australia	2016-Aug-22	A/Perth/144/2016	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131806	HA	Australia	2016-Aug-22	A/Perth/144/2016	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131802	NA	Australia	2016-Aug-22	A/Perth/141/2016	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131803	HA	Australia	2016-Aug-22	A/Perth/141/2016	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131801	MP	Australia	2016-Aug-22	A/Perth/141/2016	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131786	MP	Australia	2016-Sep-19	A/Perth/240/2016	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131787	NA	Australia	2016-Sep-19	A/Perth/240/2016	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131788	HA	Australia	2016-Sep-19	A/Perth/240/2016	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131783	MP	Australia	2016-Sep-17	A/Perth/236/2016	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131784	NA	Australia	2016-Sep-17	A/Perth/236/2016	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131785	HA	Australia	2016-Sep-17	A/Perth/236/2016	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131780	MP	Fiji	2016-Aug-20	A/Fiji/110/2016	National Centre for Scientific Services for Virology  and Vector Borne Diseases	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131781	NA	Fiji	2016-Aug-20	A/Fiji/110/2016	National Centre for Scientific Services for Virology  and Vector Borne Diseases	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131782	HA	Fiji	2016-Aug-20	A/Fiji/110/2016	National Centre for Scientific Services for Virology  and Vector Borne Diseases	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131762	MP	Australia	2016-Sep-27	A/Sydney/1105/2016	Institute of Medical and Veterinary Science (IMVS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131763	NA	Australia	2016-Sep-27	A/Sydney/1105/2016	Institute of Medical and Veterinary Science (IMVS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131764	HA	Australia	2016-Sep-27	A/Sydney/1105/2016	Institute of Medical and Veterinary Science (IMVS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131759	MP	Australia	2016-Sep-20	A/Tasmania/1018/2016	Institute of Medical and Veterinary Science (IMVS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131760	NA	Australia	2016-Sep-20	A/Tasmania/1018/2016	Institute of Medical and Veterinary Science (IMVS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131761	HA	Australia	2016-Sep-20	A/Tasmania/1018/2016	Institute of Medical and Veterinary Science (IMVS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131756	MP	Australia	2016-Sep-15	A/Newcastle/1008/2016	Institute of Medical and Veterinary Science (IMVS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131757	NA	Australia	2016-Sep-15	A/Newcastle/1008/2016	Institute of Medical and Veterinary Science (IMVS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1131758	HA	Australia	2016-Sep-15	A/Newcastle/1008/2016	Institute of Medical and Veterinary Science (IMVS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau, H.; Kaye,M.; Todd,A.; Komadina,N."
EPI1127510	PB2	United States	2016-Oct-19	A/Oregon/19/2016		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1127511	PB1	United States	2016-Oct-19	A/Oregon/19/2016		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1127512	PA	United States	2016-Oct-19	A/Oregon/19/2016		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1127513	HA	United States	2016-Oct-19	A/Oregon/19/2016		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1127514	NP	United States	2016-Oct-19	A/Oregon/19/2016		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1127515	NA	United States	2016-Oct-19	A/Oregon/19/2016		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1127516	MP	United States	2016-Oct-19	A/Oregon/19/2016		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1127517	NS	United States	2016-Oct-19	A/Oregon/19/2016		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1127218	HA	Australia	2016-Jul-02	A/South Australia/41/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Puri,V.; Shrivastava,S.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Barr,I."
EPI1127219	MP	Australia	2016-Jul-02	A/South Australia/41/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Puri,V.; Shrivastava,S.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Barr,I."
EPI1127220	NA	Australia	2016-Jul-02	A/South Australia/41/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Puri,V.; Shrivastava,S.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Barr,I."
EPI1127221	NP	Australia	2016-Jul-02	A/South Australia/41/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Puri,V.; Shrivastava,S.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Barr,I."
EPI1127222	NS	Australia	2016-Jul-02	A/South Australia/41/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Puri,V.; Shrivastava,S.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Barr,I."
EPI1127223	PA	Australia	2016-Jul-02	A/South Australia/41/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Puri,V.; Shrivastava,S.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Barr,I."
EPI1127224	PB1	Australia	2016-Jul-02	A/South Australia/41/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Puri,V.; Shrivastava,S.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Barr,I."
EPI1127225	PB2	Australia	2016-Jul-02	A/South Australia/41/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Puri,V.; Shrivastava,S.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Barr,I."
EPI1127202	HA	Australia	2016-Jul-03	A/South Australia/38/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Puri,V.; Shrivastava,S.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Barr,I."
EPI1127206	NS	Australia	2016-Jul-03	A/South Australia/38/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Puri,V.; Shrivastava,S.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Barr,I."
EPI1127203	MP	Australia	2016-Jul-03	A/South Australia/38/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Puri,V.; Shrivastava,S.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Barr,I."
EPI1127204	NA	Australia	2016-Jul-03	A/South Australia/38/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Puri,V.; Shrivastava,S.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Barr,I."
EPI1127205	NP	Australia	2016-Jul-03	A/South Australia/38/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Puri,V.; Shrivastava,S.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Barr,I."
EPI1127207	PA	Australia	2016-Jul-03	A/South Australia/38/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Puri,V.; Shrivastava,S.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Barr,I."
EPI1127208	PB1	Australia	2016-Jul-03	A/South Australia/38/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Puri,V.; Shrivastava,S.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Barr,I."
EPI1127209	PB2	Australia	2016-Jul-03	A/South Australia/38/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Puri,V.; Shrivastava,S.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Barr,I."
EPI1127136	HA	Australia	2016-Jul-20	A/Tasmania/1001/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Puri,V.; Shrivastava,S.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Barr,I."
EPI1127137	MP	Australia	2016-Jul-20	A/Tasmania/1001/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Puri,V.; Shrivastava,S.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Barr,I."
