"We acknowledge the authors, originating and submitting laboratories of the sequences from GISAIDÕs EpiFluª Database on which this research is based. The list is detailed below."							
All submitters of data may be contacted directly via the GISAID website www.gisaid.org							
Segment ID	Segment	Country	Collection date	Isolate name	Originating Lab	Submitting Lab	Authors
EPI1183704	PA	Brazil	2017-May-28	A/Espirito Santo/619/2017	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau,H.; Kaye,M.; Todd,A.: Komadina,N."
EPI1183705	PB2	Brazil	2017-May-28	A/Espirito Santo/619/2017	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau,H.; Kaye,M.; Todd,A.: Komadina,N."
EPI1183706	PB1	Brazil	2017-May-28	A/Espirito Santo/619/2017	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau,H.; Kaye,M.; Todd,A.: Komadina,N."
EPI1183701	NP	Brazil	2017-May-28	A/Espirito Santo/619/2017	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau,H.; Kaye,M.; Todd,A.: Komadina,N."
EPI1183707	NA	Brazil	2017-May-28	A/Espirito Santo/619/2017	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau,H.; Kaye,M.; Todd,A.: Komadina,N."
EPI1183708	HA	Brazil	2017-May-28	A/Espirito Santo/619/2017	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau,H.; Kaye,M.; Todd,A.: Komadina,N."
EPI1183685	NP	Brazil	2017-May-11	A/Rio Grande do Sul/287/2017	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau,H.; Kaye,M.; Todd,A.: Komadina,N."
EPI1183691	NA	Brazil	2017-May-11	A/Rio Grande do Sul/287/2017	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau,H.; Kaye,M.; Todd,A.: Komadina,N."
EPI1183692	HA	Brazil	2017-May-11	A/Rio Grande do Sul/287/2017	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau,H.; Kaye,M.; Todd,A.: Komadina,N."
EPI1183686	NS	Brazil	2017-May-11	A/Rio Grande do Sul/287/2017	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau,H.; Kaye,M.; Todd,A.: Komadina,N."
EPI1183687	MP	Brazil	2017-May-11	A/Rio Grande do Sul/287/2017	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau,H.; Kaye,M.; Todd,A.: Komadina,N."
EPI1183688	PA	Brazil	2017-May-11	A/Rio Grande do Sul/287/2017	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau,H.; Kaye,M.; Todd,A.: Komadina,N."
EPI1183689	PB2	Brazil	2017-May-11	A/Rio Grande do Sul/287/2017	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau,H.; Kaye,M.; Todd,A.: Komadina,N."
EPI1183690	PB1	Brazil	2017-May-11	A/Rio Grande do Sul/287/2017	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	WHO Collaborating Centre for Reference and Research on Influenza	"Deng,Y-M.; Iannello,P.; Lau,H.; Kaye,M.; Todd,A.: Komadina,N."
EPI1161587	PA	Indonesia	2017-Mar-04	A/Indonesia/Nihrd-Pal350/2017	"Ministry of Health, NIHRD"	Centers for Disease Control and Prevention	
EPI1161588	PB2	Indonesia	2017-Mar-04	A/Indonesia/Nihrd-Pal350/2017	"Ministry of Health, NIHRD"	Centers for Disease Control and Prevention	
EPI1161589	PB1	Indonesia	2017-Mar-04	A/Indonesia/Nihrd-Pal350/2017	"Ministry of Health, NIHRD"	Centers for Disease Control and Prevention	
EPI1161584	NP	Indonesia	2017-Mar-04	A/Indonesia/Nihrd-Pal350/2017	"Ministry of Health, NIHRD"	Centers for Disease Control and Prevention	
EPI1161585	NS	Indonesia	2017-Mar-04	A/Indonesia/Nihrd-Pal350/2017	"Ministry of Health, NIHRD"	Centers for Disease Control and Prevention	
EPI1161586	MP	Indonesia	2017-Mar-04	A/Indonesia/Nihrd-Pal350/2017	"Ministry of Health, NIHRD"	Centers for Disease Control and Prevention	
EPI1161590	NA	Indonesia	2017-Mar-04	A/Indonesia/Nihrd-Pal350/2017	"Ministry of Health, NIHRD"	Centers for Disease Control and Prevention	
EPI1161591	HA	Indonesia	2017-Mar-04	A/Indonesia/Nihrd-Pal350/2017	"Ministry of Health, NIHRD"	Centers for Disease Control and Prevention	
EPI1158724	HA	Nicaragua	2017-Jul-28	A/Nicaragua/9065_11/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158725	MP	Nicaragua	2017-Jul-28	A/Nicaragua/9065_11/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158726	NA	Nicaragua	2017-Jul-28	A/Nicaragua/9065_11/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158727	NP	Nicaragua	2017-Jul-28	A/Nicaragua/9065_11/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158728	NS	Nicaragua	2017-Jul-28	A/Nicaragua/9065_11/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158729	PA	Nicaragua	2017-Jul-28	A/Nicaragua/9065_11/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158730	PB1	Nicaragua	2017-Jul-28	A/Nicaragua/9065_11/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158731	PB2	Nicaragua	2017-Jul-28	A/Nicaragua/9065_11/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158519	PB1	Nicaragua	2017-Jul-21	A/Nicaragua/8727_10/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158520	PB2	Nicaragua	2017-Jul-21	A/Nicaragua/8727_10/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158513	HA	Nicaragua	2017-Jul-21	A/Nicaragua/8727_10/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158514	MP	Nicaragua	2017-Jul-21	A/Nicaragua/8727_10/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158515	NA	Nicaragua	2017-Jul-21	A/Nicaragua/8727_10/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158516	NP	Nicaragua	2017-Jul-21	A/Nicaragua/8727_10/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158517	NS	Nicaragua	2017-Jul-21	A/Nicaragua/8727_10/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158518	PA	Nicaragua	2017-Jul-21	A/Nicaragua/8727_10/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158208	HA	Nicaragua	2017-Jul-15	A/Nicaragua/6461_14/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158209	MP	Nicaragua	2017-Jul-15	A/Nicaragua/6461_14/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158210	NA	Nicaragua	2017-Jul-15	A/Nicaragua/6461_14/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158211	NP	Nicaragua	2017-Jul-15	A/Nicaragua/6461_14/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158212	NS	Nicaragua	2017-Jul-15	A/Nicaragua/6461_14/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158213	PA	Nicaragua	2017-Jul-15	A/Nicaragua/6461_14/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158214	PB1	Nicaragua	2017-Jul-15	A/Nicaragua/6461_14/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1158215	PB2	Nicaragua	2017-Jul-15	A/Nicaragua/6461_14/2017		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Miller,J.; Durbin,A.; Williams,T.; Arumemi,F.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; Gordon,A."
EPI1155398	HA	United States	2017-Jun-20	A/California/NHRC_M2921/2017		Other Database Import	"Sitz,C.R.; Raridon,B.L.; Balansay,M.S.; Hawksworth,A.W.; Graf,P.C.; Myers,C.A."
EPI1155399	MP	United States	2017-Jun-20	A/California/NHRC_M2921/2017		Other Database Import	"Sitz,C.R.; Raridon,B.L.; Balansay,M.S.; Hawksworth,A.W.; Graf,P.C.; Myers,C.A."
EPI1155400	NA	United States	2017-Jun-20	A/California/NHRC_M2921/2017		Other Database Import	"Sitz,C.R.; Raridon,B.L.; Balansay,M.S.; Hawksworth,A.W.; Graf,P.C.; Myers,C.A."
