"We acknowledge the authors, originating and submitting laboratories of the sequences from GISAIDÕs EpiFluª Database on which this research is based. The list is detailed below."							
All submitters of data may be contacted directly via the GISAID website www.gisaid.org							
Segment ID	Segment	Country	Collection date	Isolate name	Originating Lab	Submitting Lab	Authors
EPI1322241	NA	France	2016-Nov-22	A/Lyon/2313/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322361	MP	France	2016-Nov-22	A/Lyon/2313/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322121	NP	France	2016-Nov-22	A/Lyon/2313/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321761	PB1	France	2016-Nov-22	A/Lyon/2313/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321881	PA	France	2016-Nov-22	A/Lyon/2313/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321641	PB2	France	2016-Nov-22	A/Lyon/2313/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322481	NS	France	2016-Nov-22	A/Lyon/2313/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322001	HA	France	2016-Nov-22	A/Lyon/2313/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322236	NA	France	2016-Dec-21	A/Lyon/2212R0196/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322356	MP	France	2016-Dec-21	A/Lyon/2212R0196/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322116	NP	France	2016-Dec-21	A/Lyon/2212R0196/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321756	PB1	France	2016-Dec-21	A/Lyon/2212R0196/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321876	PA	France	2016-Dec-21	A/Lyon/2212R0196/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321636	PB2	France	2016-Dec-21	A/Lyon/2212R0196/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322476	NS	France	2016-Dec-21	A/Lyon/2212R0196/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321996	HA	France	2016-Dec-21	A/Lyon/2212R0196/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322355	MP	France	2016-Dec-21	A/Lyon/2112R0680/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322115	NP	France	2016-Dec-21	A/Lyon/2112R0680/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321755	PB1	France	2016-Dec-21	A/Lyon/2112R0680/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321875	PA	France	2016-Dec-21	A/Lyon/2112R0680/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321635	PB2	France	2016-Dec-21	A/Lyon/2112R0680/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322235	NA	France	2016-Dec-21	A/Lyon/2112R0680/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322475	NS	France	2016-Dec-21	A/Lyon/2112R0680/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321995	HA	France	2016-Dec-21	A/Lyon/2112R0680/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322216	NA	France	2016-Dec-15	A/Lyon/1512R0356/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321736	PB1	France	2016-Dec-15	A/Lyon/1512R0356/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322096	NP	France	2016-Dec-15	A/Lyon/1512R0356/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322336	MP	France	2016-Dec-15	A/Lyon/1512R0356/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321856	PA	France	2016-Dec-15	A/Lyon/1512R0356/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1321616	PB2	France	2016-Dec-15	A/Lyon/1512R0356/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
EPI1322456	NS	France	2016-Dec-15	A/Lyon/1512R0356/2016	CNR Influenza France Sud	Centers for Disease Control and Prevention	"Simon,  B.; Pichon,  M.; Valette,  M.; Burfin,  G.; Lina,  B.; Josset,  L"
